Student_Type,Sleep_Hours,Study_Hours,Social_Media_Hours,Attendance,Exam_Pressure,Family_Support,Month,Stress_Level
,4.950999048074613,0.4108737673243197,6.224960444806296,91.95500625322046,5.0,8.0,9.0,0
college,8.90929210970432,5.553324533435158,,86.47025070019592,4.0,4.0,10.0,0
college,8.418461484463993,6.374076038605948,3.5741668432112634,86.23870976082388,5.0,6.0,1.0,0
college,4.7882383309497065,,3.485343832799761,67.61807022708757,3.0,7.0,6.0,0
college,7.870493595766955,2.6619440934477554,3.8462152440060664,89.76219297649828,5.0,5.0,10.0,0
college,8.128465669533446,4.838221148890123,2.892581397272063,74.05742583362438,8.0,6.0,1.0,1
college,6.948156025152857,1.6134199635806794,0.29855674127136356,91.92480945200495,6.0,8.0,12.0,0
working_student,5.0057232690752995,4.9088547745622115,4.355057199030045,60.08486376548859,6.0,5.0,4.0,0
school,6.491054874129223,4.3048398042452805,3.078221380546043,95.57700447717401,7.0,7.0,2.0,0
college,5.906327249225497,3.0473940629291323,3.6143059223312077,70.6767994607543,9.0,9.0,11.0,1
college,7.751717281039881,2.8244963877957248,2.8507909018512487,82.30727386153593,7.0,7.0,8.0,0
college,6.493351945563281,4.262202459778949,,99.61848512169547,2.0,7.0,10.0,0
working_student,5.646944698202447,3.7045321219732466,2.7362342662686983,82.61463381538107,5.0,8.0,10.0,0
college,8.991693581911592,8.56216700724501,2.305084420964122,83.81805184748518,3.0,7.0,2.0,0
college,7.052809548596455,8.156326382540723,1.868181512205185,94.85189581242906,2.0,6.0,10.0,0
college,4.351248637643384,6.47534013865941,2.7735540606345594,72.73591282881094,8.0,5.0,10.0,1
,4.318491000468314,6.933998603265807,2.263351654507708,79.05643671391984,5.0,6.0,7.0,0
,8.189425145572674,7.781384407400141,0.41661198934926524,53.68889848083704,5.0,9.0,12.0,0
working_student,7.089656623903797,2.8517200181431903,2.9121181192449894,87.03017784000097,2.0,8.0,,0
college,6.877468203759212,4.14331757803964,2.4084565911016647,82.12560121814715,3.0,6.0,6.0,0
college,5.301027656785701,,,51.94913787392806,6.0,5.0,6.0,0
college,6.0841628555664755,6.530665267521605,4.252951680620463,80.41275672159833,8.0,6.0,10.0,1
,4.817382116466022,2.6238352837094236,2.713501612041563,73.68411056812442,5.0,2.0,,0
working_student,5.403238090667183,7.270516751572432,5.888248460415568,64.85099879114557,,6.0,1.0,1
college,8.657599124782998,4.13834255670365,3.3942873558510254,74.30088850206326,4.0,7.0,5.0,1
school,8.743974489780408,5.425425144805383,6.234484578285416,76.60864534759786,8.0,7.0,7.0,0
working_student,4.189822426075833,4.208336754607165,1.4534464363758688,79.40719956616117,3.0,1.0,11.0,0
college,5.559433703819308,8.344267457195489,2.903813920740081,86.93978278195533,5.0,,6.0,0
school,8.56639639053432,3.5375006442954358,2.64474333099845,78.7609094943087,7.0,5.0,1.0,0
college,5.749772850553907,3.8698151209927216,2.343218427890519,76.88479903937456,9.0,2.0,8.0,1
working_student,5.7679983240587855,4.064085671747812,3.9162823045341923,88.10558376029147,7.0,4.0,11.0,0
college,5.969517216250182,4.967438092962076,6.698393838262012,89.46212116073795,4.0,4.0,10.0,0
working_student,4.805061583888782,5.391674764327717,1.4271252688478673,93.4324073715128,6.0,1.0,11.0,1
school,6.547052181827069,1.3579903502606623,2.5029410662794804,,4.0,5.0,1.0,0
school,7.331604791114024,0.6521977597981558,6.5346503346751525,,8.0,4.0,,1
working_student,3.330367107734896,,3.3849860503178433,71.99744849889703,6.0,7.0,3.0,0
college,6.963114907570144,5.066075228140443,2.181146225567371,82.04801512283915,3.0,4.0,3.0,0
working_student,6.681992650021674,7.669944700692369,8.11206130320432,86.23114283029273,5.0,4.0,3.0,0
college,5.5963087072249165,5.4057579089418475,2.482854082859154,84.08184702707058,4.0,9.0,3.0,0
school,5.245982020267146,0.3885122777787726,1.3561211941673599,78.80271759529936,9.0,10.0,12.0,0
college,6.695292575237665,4.127006691764498,6.253787807016542,72.14708557283441,8.0,8.0,6.0,0
school,,3.06238152480417,0.8033723804010692,60.85843735238924,2.0,5.0,4.0,0
college,5.862988597521856,6.545547694155206,4.060677239448594,85.66178871449806,1.0,7.0,11.0,0
,6.456544312973068,7.689766423258243,7.8477945592564184,75.38488910349913,4.0,3.0,3.0,1
college,4.25362751417001,,1.9192200969660596,64.48952698099811,6.0,5.0,12.0,1
school,8.297384027314537,4.782040874428206,3.596311108439018,,6.0,7.0,11.0,0
college,3.7523287835490904,8.254302482803427,4.216402717222087,71.27557227753502,,4.0,7.0,1
college,4.251916021112753,,,96.7805927773429,3.0,,11.0,0
college,6.601949509578995,1.9200381472574972,1.4827592047326998,93.5168507088636,5.0,8.0,10.0,0
college,6.742990006075227,,4.578995935337419,84.27332274376029,3.0,9.0,2.0,0
college,6.078961960071911,1.4321710608908276,1.920108531593995,78.09908873804822,4.0,8.0,7.0,0
college,5.101010576858202,3.2989005295337015,7.413565895197644,76.62143073289262,7.0,10.0,3.0,0
working_student,2.6082363990617066,5.196326491046016,2.5544553498570206,78.31097607277502,7.0,6.0,6.0,1
college,4.218697356681608,1.503087273215297,2.420139983979314,99.78843155918601,5.0,9.0,8.0,0
working_student,4.156250675098702,5.32936996990114,3.5886373661448983,60.22285855446581,8.0,10.0,6.0,1
college,7.541571402063466,8.208654379969511,2.819340523893954,80.59094012402724,,8.0,11.0,0
college,7.085473617935099,,5.446013195469101,,9.0,5.0,2.0,1
college,,4.019165134366657,7.850290391603169,86.41930011280448,7.0,3.0,5.0,1
school,9.007207574851185,2.678750835080104,0.9097883429490681,87.1951247844539,,2.0,5.0,1
school,6.705171259999508,2.1792356372069794,4.571275176930327,57.16672888942899,3.0,9.0,7.0,0
school,8.040195177820944,2.0766641391117537,3.8314994925062567,77.15741060673702,,7.0,9.0,0
working_student,2.4388702119540935,8.030639323362765,5.521441001554617,98.35671650275,7.0,6.0,9.0,1
college,6.605241129893625,4.573647813795823,3.204740010861973,97.0070129104243,,5.0,9.0,0
college,6.8282835153644745,1.1216961830672614,4.694547374602395,81.41790304573435,4.0,3.0,,0
college,4.999708073594793,1.2419873729840307,3.019467789079417,82.3074892602847,8.0,5.0,7.0,0
college,7.128336184396406,4.944740644107157,1.9518036072831861,96.60111720800575,5.0,5.0,11.0,0
college,4.736338536513419,4.489745297577043,3.951492845036375,79.010696738005,2.0,3.0,10.0,0
working_student,5.334065498128255,6.414972659065842,1.5380755764186755,,5.0,9.0,8.0,0
working_student,4.685883616213175,7.746146119211211,4.537694644194477,85.48326991097261,7.0,6.0,5.0,1
college,7.216168598600971,2.495864047269229,2.5571307204166054,55.39946663209597,1.0,3.0,7.0,0
,8.10647330077766,,5.278519782888925,61.06890783173222,3.0,7.0,2.0,0
college,4.972732175002428,1.1946993140457938,3.619885778794337,78.87413760623977,5.0,9.0,,0
college,6.896546523132906,5.722949852388673,2.451861194447824,61.75172589786745,6.0,6.0,9.0,0
college,,,2.650810566560449,85.70749695476115,1.0,2.0,8.0,0
,6.519341491342186,3.3837972738615956,5.78670667916975,64.11167249468808,4.0,9.0,2.0,0
college,6.780728905023091,5.144084960523793,1.7180558825423409,96.61268479836137,,9.0,10.0,0
college,7.930942583195738,6.732550715489145,0.3655731583874511,75.02830761649071,6.0,7.0,9.0,0
school,9.175342551917575,2.5755138664235533,4.228248523593534,69.20720718379334,5.0,8.0,2.0,0
college,6.555146686571933,7.686486971451206,0.15439346473968407,83.50181338872547,1.0,3.0,10.0,0
college,5.192273073752964,7.2749993269207875,6.335111493600224,75.07291216997214,5.0,2.0,,0
college,5.120553026165282,4.958534512148999,3.411906580127661,63.576359775083844,2.0,6.0,4.0,0
school,,3.1429405899408605,1.1350559633763067,92.18102651133441,6.0,7.0,10.0,0
college,9.684707698449824,5.1425765442881834,2.808672351047609,89.3365382620187,4.0,8.0,1.0,0
college,8.841878092027237,4.473323283187888,4.270933167645705,98.68574873780078,3.0,9.0,3.0,0
school,5.658441630341159,2.679592119988093,6.0401278299097,95.32398168109796,6.0,8.0,9.0,0
college,5.830331163002911,3.8118446309896425,3.006615448822242,97.95299921470706,4.0,6.0,1.0,0
school,9.645896691649888,2.991662338726884,2.8707058117061517,78.19416827527655,3.0,5.0,1.0,0
working_student,2.8335918496428527,6.947049419343788,3.2294990998583506,98.00505599632866,7.0,,5.0,1
school,6.049625907956827,3.893600643565553,5.152109312342665,62.49620649050042,8.0,5.0,,1
school,6.996584385628642,3.557693686561656,5.1311953133940875,84.30668217399831,7.0,9.0,3.0,1
college,5.162134268738084,6.581142902793663,2.438693565494054,75.31227468864977,9.0,3.0,2.0,1
college,5.9780188324317,3.333610729976607,2.695819481165014,79.69808254735904,5.0,7.0,4.0,0
working_student,4.063143126949714,6.056423845333367,2.610370076500534,92.28753056431226,3.0,8.0,5.0,0
school,7.419951304250295,1.1858204612995138,2.6001630887498908,80.18427676665934,6.0,8.0,10.0,0
working_student,5.326021087071485,5.604136830556124,7.896175727444316,87.74785835782113,1.0,5.0,11.0,0
working_student,5.63648385989407,7.640986004563534,4.616220719359016,76.13775884498985,4.0,6.0,8.0,0
college,6.2940951543504635,3.196834842426999,5.56111654885431,96.90595175364767,4.0,1.0,5.0,0
school,,4.021301184307644,4.756327760956778,97.43549218850481,7.0,7.0,7.0,1
college,6.523479463930363,5.22999654005601,1.1970658965962246,95.75718199951972,8.0,7.0,5.0,0
school,7.673595557049296,2.0541935626083077,1.1281515889083473,98.74987220507111,3.0,7.0,9.0,0
working_student,6.846782385057969,3.8592677600476,3.1436685521944976,70.10103435981563,8.0,1.0,4.0,0
college,8.770881053909791,5.338046009949455,4.833937228412247,74.36697369097884,10.0,8.0,2.0,1
school,6.728458464958077,2.444887826813118,3.1683999637939806,82.67104793107862,5.0,5.0,9.0,0
college,6.623710463906113,5.40391795475931,,87.47969832769535,6.0,6.0,6.0,1
school,6.503514388491126,3.534210557871887,1.2518260928965343,79.30705626007762,3.0,7.0,8.0,0
school,7.4339153288082995,2.6740266561966273,2.195598952241013,88.2310162299186,2.0,6.0,8.0,0
school,5.6931681651409365,4.905331539155826,0.5590552702929767,80.23245777808854,9.0,5.0,12.0,1
college,7.677075354236878,,3.6640208117909987,99.2912442903963,2.0,9.0,5.0,0
college,6.037105960577547,2.625428442316876,5.055557066920296,86.03618732525689,,5.0,10.0,0
college,5.762133860445612,6.358028143050413,3.6625571568254625,92.13869948815146,5.0,5.0,8.0,0
school,6.523152427181577,4.286233191757353,5.632921907392719,86.0633517410589,6.0,7.0,10.0,0
college,,3.91035834831588,1.6063736687316488,69.92851968918703,2.0,3.0,5.0,0
college,9.362024246288572,5.842520783554939,1.8938774827094784,55.95541453274121,6.0,4.0,2.0,0
school,6.283148479647027,2.454955498325506,,58.6677281545503,8.0,7.0,10.0,1
college,7.049934557318649,3.6189994371626906,1.3876957871429991,95.3898298760736,5.0,5.0,3.0,0
college,7.717852740175267,4.644945455050168,1.4911175163323978,75.15106524007618,4.0,9.0,1.0,0
school,9.300667306324417,1.2675982577752207,2.075807202754003,98.56899963343102,9.0,4.0,7.0,0
working_student,4.597734506082591,6.305297497217382,1.348682264967306,93.76359236984099,1.0,5.0,10.0,0
college,8.664986699012575,7.189455559824591,,,3.0,5.0,3.0,0
college,7.341360773006237,5.261798673832738,3.6050564042590825,69.47438156433694,1.0,6.0,5.0,0
school,7.752614409697947,2.3038896778092814,1.9151176273878552,77.15148468048785,6.0,6.0,5.0,0
college,5.257774149077043,1.6648520962108184,5.243064518877897,77.61422800823358,9.0,7.0,3.0,1
school,6.173168167367436,4.928955776380043,5.8581368510955585,98.74508293178656,7.0,1.0,8.0,0
college,9.104195683151014,4.737889408152496,1.2826934321599466,82.06708861136137,5.0,6.0,8.0,0
college,6.8314817049478265,5.970363414523859,1.9390640241915624,82.50041205914948,3.0,8.0,4.0,0
working_student,5.387507673375478,6.3139102070020225,6.093211672796983,67.0471657051023,5.0,6.0,6.0,1
college,4.264276250822411,8.767756624999405,2.180510276437145,84.52163412390206,9.0,6.0,5.0,1
college,7.186437573276957,4.981617762019409,1.3593951685707104,75.67061160489455,9.0,6.0,10.0,1
school,8.453948446965656,3.744771758647013,0.4535733971866134,67.58556805242154,8.0,6.0,10.0,0
college,9.023737221362591,6.014297936662007,3.743027143093343,82.54528053711645,6.0,7.0,7.0,1
,6.527579698935307,2.7251474052717435,4.693168674647435,92.28868838076781,10.0,2.0,4.0,1
college,5.600667456687235,3.1161755826894986,5.673826565320773,90.81526795250474,8.0,1.0,10.0,0
college,6.75328055785693,9.356487905384242,4.94243274865727,84.45550517314287,7.0,9.0,6.0,1
school,4.900767359905337,2.9086178472540944,4.784136943704553,68.40819097967889,6.0,4.0,3.0,1
college,6.957896525865549,4.86513673280341,2.878224496638185,80.93240121982682,3.0,7.0,1.0,0
college,5.861478226893526,9.214632279092834,2.967543096584202,61.04345258900824,2.0,5.0,4.0,0
college,3.846253302671505,10.022867044793244,2.468291771986549,71.40183246579974,5.0,6.0,11.0,1
college,8.183373708448196,3.9954400538371506,2.49318886171493,,7.0,,1.0,0
working_student,4.989389040310827,3.9533209079472895,4.596370804178652,83.32810125555068,5.0,4.0,7.0,1
college,5.53010857721028,4.468295144040309,3.176673751170644,90.33775981269163,3.0,5.0,11.0,0
college,6.6667195010901406,7.098284784004299,4.7731967550173335,88.89696314950606,8.0,6.0,10.0,0
college,7.1367995264741655,2.3167544802742275,7.168572580882259,92.22471899421522,8.0,7.0,1.0,1
college,5.454399444057863,6.073930453124123,3.8995578653106593,70.20617034771702,10.0,4.0,12.0,1
,6.6441570282423115,2.219144423208617,4.02042252159963,,7.0,7.0,2.0,0
college,8.550956822163943,3.0322126790813813,3.218082891250303,81.6649656533563,4.0,9.0,9.0,0
college,6.645075505280531,3.257177446043083,2.534750874494472,79.08450892463452,7.0,5.0,3.0,1
college,6.665078415347085,6.622895337419257,0.7444765435774441,78.75397887607492,5.0,8.0,10.0,0
college,5.41333637203665,,,85.78206044670989,4.0,5.0,6.0,0
school,6.025026986209189,,2.538472880943368,68.1331734582739,6.0,5.0,11.0,0
,7.6991174722825875,6.861294537944554,3.773085845128708,80.3846409259424,4.0,3.0,7.0,0
,6.835400817922587,6.099657446486331,3.015550469277557,90.44818483200129,4.0,5.0,6.0,0
,6.10378034654384,1.6347781494060993,,96.21764320172527,4.0,6.0,11.0,0
college,5.977432135088116,2.2351386144179033,7.660100519798797,82.58919772800452,8.0,7.0,12.0,1
,5.727272616931222,4.911893982804213,5.307813974687058,88.57678287472476,7.0,9.0,6.0,0
school,5.8508216687603465,1.1053340417706032,5.936515845239453,77.52395529686711,5.0,6.0,2.0,0
college,6.535604039667184,5.372078844168567,3.362893167201305,85.06049515311693,2.0,,,0
school,6.789939482197258,0.9758917864445255,4.284925756642076,81.06389874099143,8.0,6.0,7.0,0
working_student,7.579181409064854,3.553829947280151,5.286749619455003,97.5068100946272,,6.0,,0
college,7.639918600202235,2.5345549314682576,3.2111415810634587,84.0344876444638,9.0,2.0,1.0,1
school,5.580398512233131,3.459292043807362,2.3858460654165587,96.25369646286144,4.0,9.0,5.0,0
college,6.75926296326058,5.374707796832464,3.920753098029251,99.55189723440989,10.0,4.0,4.0,1
college,8.196504414095752,4.275863864729982,6.136122579674783,86.11594136885567,7.0,7.0,10.0,0
college,5.890626483840336,5.336549476179668,1.1874546380120856,91.662509549951,,5.0,10.0,1
school,8.740859226163016,4.287304818610531,3.560091363096175,73.90348151461109,6.0,3.0,4.0,1
,5.809883498177217,3.3722353979952064,2.833960476444884,82.47852145430551,8.0,7.0,9.0,0
school,7.398086764503622,5.737289548058019,,75.79826746774401,5.0,6.0,12.0,0
working_student,5.6051353032781375,4.266749836766425,,84.07516522992863,3.0,4.0,4.0,1
college,6.226460983002527,3.1908604961487166,4.146240456955328,88.87801690047249,5.0,7.0,1.0,0
college,6.849672230407217,8.776731701016365,5.3063137389193535,73.45156466168775,2.0,4.0,6.0,1
,8.028039333778137,4.231968898831167,3.065191535387171,83.50485767366962,6.0,7.0,,0
college,,4.788908565612463,2.7204412443864165,83.00503777535906,7.0,7.0,2.0,0
school,8.004221544705695,2.8787443605279655,4.133967160735504,97.99596683395146,4.0,6.0,2.0,0
college,6.712649311870522,5.027349843337077,4.44553693677315,75.6559048723361,4.0,,3.0,0
school,8.411885374628552,3.293180852354461,3.857598843859104,80.5605552977843,3.0,4.0,3.0,0
school,7.7375026148552575,3.376465965615188,2.4712521538199015,80.99049964183219,8.0,3.0,2.0,0
school,8.279812661280534,3.102317519001991,8.549280927139325,72.53393962218651,1.0,8.0,2.0,0
college,7.2058851134813,4.0717251397124326,7.059792246967459,88.15541063150641,5.0,4.0,6.0,0
college,6.9083248874885665,5.756387695301637,0.44073801469504437,,10.0,10.0,10.0,1
working_student,4.361239959169331,6.57594786008256,6.447758581013492,81.97483219140466,5.0,3.0,,1
school,7.690768564068722,1.537378112831858,3.005817926721665,76.93638981632706,2.0,8.0,7.0,0
college,6.118744243652978,7.111083344911701,0.927033972046293,82.40697341875146,8.0,5.0,12.0,1
college,6.217657323174629,4.725312140434223,6.334404083842684,70.64918946440243,2.0,9.0,10.0,0
college,5.854512433283316,3.7815496949118117,0.8959946765966458,95.198423496704,4.0,9.0,1.0,0
college,2.5147130729533385,9.202485910269317,1.1731379470590584,82.54582569858583,1.0,2.0,11.0,1
working_student,6.576594415617702,5.629769129950737,2.859546260291655,84.48887117234041,10.0,6.0,1.0,0
school,5.358516093270199,3.978839005144155,2.2620448631858094,76.5411919827384,3.0,8.0,2.0,0
college,6.108582611861659,2.5270734476176835,2.3599631435961492,87.14282452114817,1.0,5.0,,0
college,4.560183112039483,2.446750027018768,5.304254233374105,90.03932316446065,1.0,4.0,11.0,0
,,0.6711264459968062,0.3743100811186202,72.42943419958797,6.0,9.0,5.0,0
working_student,6.22553122683679,6.821918653420994,7.148896245112734,93.78121546101715,8.0,1.0,11.0,1
,7.48884764565256,0.7856411509435057,4.429686538239408,71.25474486566284,5.0,4.0,5.0,0
college,6.098838321029905,6.530134092352668,6.257716746590223,79.25022588432452,5.0,3.0,5.0,1
school,7.601897540183778,2.498541856100209,4.505096737747827,77.27311175027054,8.0,8.0,10.0,0
college,5.179848927003204,5.816512163279112,5.875944706367466,77.57357572315863,8.0,6.0,5.0,0
college,6.525414102205426,4.416076144553363,4.014095189209372,93.71713591879063,1.0,7.0,4.0,0
,4.155556722078664,7.550252852635903,3.7059414495893783,0.0,5.0,5.0,12.0,0
,4.477514791790061,3.509115803805605,5.21023752766477,64.37622491140014,1.0,3.0,10.0,0
college,6.057376756690697,6.366122481616428,4.328743418512552,87.8504931479317,7.0,7.0,1.0,1
school,7.572776509746203,0.9425678387839258,1.9970582723338164,73.01372662486341,5.0,7.0,3.0,0
,4.177472245165933,7.061490609283137,,83.68013970179973,6.0,4.0,12.0,1
college,2.78162593799653,4.686284605053686,1.882122982408189,90.3035569903749,6.0,9.0,10.0,0
working_student,5.281112087047725,7.836271778883755,2.1527317627343105,78.6582116819872,9.0,8.0,1.0,1
working_student,5.330790411248679,7.126519081975444,3.6361899282911905,,,6.0,2.0,0
college,3.938490620741167,5.051404411889001,6.862513053616405,91.36782482450353,5.0,10.0,7.0,0
college,4.229635361906696,5.964885890048267,3.3087608675429805,64.53164889699275,6.0,4.0,9.0,1
,8.094699582474984,2.227684094730298,1.895881545049792,49.76772854059621,7.0,7.0,5.0,0
college,9.664765653416149,1.5535426616415702,5.1653077472184785,85.36200048683939,4.0,3.0,3.0,0
college,7.226792210235822,4.652480997537717,5.436551908968697,83.15386170004189,1.0,8.0,10.0,0
college,5.3833497445800536,4.579968116490531,1.4419061625959912,82.64301270046349,8.0,8.0,5.0,1
college,4.786077128543691,4.571337139186393,6.5709563545983904,96.0338669751389,4.0,6.0,3.0,0
working_student,3.386086765995691,9.300795337649848,5.9626010765813655,90.47148888768946,5.0,6.0,,1
college,6.913748030409854,4.216471219584122,3.6351704215950327,87.44634145692156,6.0,5.0,12.0,1
college,6.433664080794616,4.103527492366933,3.5162663133535994,76.97480481995908,5.0,4.0,11.0,0
college,3.897315376367069,5.895390478981646,5.470840072408443,92.85645678296189,6.0,3.0,4.0,0
school,,4.140145091630059,0.9548520343168154,92.54325686899736,7.0,4.0,11.0,0
school,7.885367746191656,3.2460302732914923,3.991452568717178,97.38268297528171,4.0,7.0,8.0,0
school,7.888178893450719,3.5075463865854775,,65.77860049491211,8.0,9.0,9.0,0
college,5.424152096997689,5.0942717600925596,0.7728811329600442,95.1211070481674,6.0,3.0,1.0,1
college,7.310520274549483,,5.834467406761526,83.92479106862909,5.0,7.0,2.0,0
college,4.638781716572628,5.318607851137565,2.9904352529344744,97.20194912022332,9.0,5.0,5.0,1
school,7.680959341336872,3.213102955392198,4.019703487997838,91.49586344955829,9.0,6.0,2.0,1
working_student,4.739838752592238,3.580153979822555,2.2884491702028944,61.307875835242186,10.0,7.0,11.0,1
college,9.830261451364203,5.812585947948575,4.376188468494559,85.01924251756321,8.0,,6.0,1
college,4.957926634518239,5.455307338555109,1.0004241498653976,74.62709247179775,2.0,7.0,3.0,0
college,6.665001220501613,4.966562353467865,5.94784258019547,77.95613999110368,3.0,9.0,5.0,0
working_student,5.268004707552922,5.114612439235021,4.660205493203371,,7.0,6.0,10.0,1
college,8.305682170518812,2.268376915158617,3.1357503129586664,83.49245963781345,9.0,10.0,9.0,0
school,4.494863345360234,5.03115249733092,3.985536843682492,74.91084895961261,5.0,6.0,12.0,0
college,6.539115873673312,5.905071222803772,3.9457279924205864,88.19087476376833,3.0,5.0,10.0,0
college,5.67808810530847,7.469010062419119,0.6119605349764701,88.15720709657994,,1.0,7.0,1
college,7.345818117848937,,2.4432871838147943,95.25665721196575,5.0,5.0,12.0,0
college,7.439243525466335,6.94945259266519,4.297736248262287,81.25934547182293,2.0,4.0,5.0,0
school,6.2410012869399685,5.06077012753904,0.5152270863661537,77.20254134978993,4.0,8.0,10.0,0
college,8.453353908657986,5.146026380832987,3.7162668845749316,,4.0,3.0,7.0,0
,3.189273895208049,8.56967213087622,1.2442762860378251,85.31050732093728,3.0,6.0,11.0,0
school,8.564900131422911,0.11489659023480925,2.8513330933636842,73.734171811361,7.0,7.0,5.0,0
working_student,5.4891737443921205,9.100723629360544,,97.39835452461864,8.0,5.0,8.0,1
college,4.896240120010524,2.5806176385817903,1.891861159455646,92.74685828739558,,8.0,5.0,0
school,7.389501874381804,2.321083796041663,4.211114412512107,83.01798910788305,6.0,5.0,9.0,0
working_student,7.032395909681803,8.51414129596291,0.3424498571221807,87.57261546264878,8.0,8.0,1.0,1
college,6.153882288629526,5.262680305127073,3.849419297261358,85.99507269523565,4.0,4.0,3.0,1
,6.60991418727488,6.177500605445736,4.5961236936725545,99.21896939450987,3.0,9.0,11.0,0
working_student,7.987933377647398,1.6009293899569894,3.3580997081126687,75.13353738001271,6.0,3.0,10.0,1
school,6.9394071298921265,2.592979364103225,,65.34092544807419,8.0,6.0,6.0,1
school,,4.453251609656991,7.589992123324957,71.01562681879791,8.0,9.0,12.0,1
college,7.725821484052404,7.892793705721935,3.5700086101690656,68.67661761289853,6.0,8.0,9.0,0
college,6.305597246062507,,4.368236241228136,92.77495955361454,,9.0,5.0,0
college,5.915119432363062,5.475063481902947,7.568824651577592,77.1956763219468,10.0,1.0,4.0,1
college,6.550808183568465,4.186459654368518,0.8053163561233276,76.34053142329304,5.0,5.0,11.0,0
college,3.817768392324279,3.7006236182251184,1.9243979191540939,93.87435242133309,5.0,8.0,6.0,0
school,7.170912512295325,2.94823201764146,3.1748031676806816,93.22224085605075,8.0,,2.0,1
college,4.366329628861607,6.57981096691334,1.0758338962471328,72.64927451276202,9.0,7.0,11.0,0
college,6.34225410613695,6.290262015924619,,77.07961157827218,9.0,6.0,4.0,1
college,5.713413677462698,3.6087163687853323,0.35399115132373016,88.20415387365877,5.0,7.0,12.0,0
school,7.247770054356783,3.228588829573333,0.6406409910202375,77.85088886389578,6.0,7.0,8.0,0
college,5.683152977788996,4.652678411667529,1.1337430914413522,85.32320941844804,5.0,8.0,1.0,0
college,7.449230477686814,6.052039068189696,1.1622155728368049,79.69051803282098,1.0,9.0,4.0,0
school,7.493738460095239,1.7038772876512507,4.026300380633347,62.92599598381214,6.0,4.0,3.0,0
school,7.281081947248281,3.7144902928326395,5.932094451857775,96.68347901227,1.0,1.0,3.0,0
school,6.095903219619545,3.428059827186229,7.064410817354921,85.77173107580634,9.0,5.0,1.0,1
school,8.510527184596423,3.574597775385003,4.377523131573396,79.23649890548853,5.0,1.0,10.0,0
college,6.942551702686249,4.355733958120126,,84.39678747123912,2.0,5.0,6.0,0
college,8.063100010966096,10.28081926731577,3.301256900006739,81.25730821429208,1.0,5.0,1.0,0
school,6.48965055358866,0.6678912135569641,3.1978399686029055,73.18378370286457,7.0,8.0,,0
working_student,4.824001087153667,4.594783020709015,2.2046145215770325,91.06890102344468,7.0,9.0,8.0,0
working_student,7.491497550941927,7.991186583383092,3.0324933832537146,87.48258393276316,,6.0,7.0,1
college,3.140197962468033,6.592905780777816,1.7670862328490793,82.41261064875063,2.0,7.0,,0
school,6.124515696772907,3.7388896366088233,0.49752528323552025,96.4284030578571,4.0,8.0,9.0,0
college,6.764934998786015,6.972747049161473,1.0021772284474837,120.0,,4.0,2.0,1
working_student,5.913026685741464,7.448925077556549,3.4086759652203757,79.74728185961226,5.0,8.0,8.0,0
college,6.2490326128576426,5.699818511846446,3.7594656410913183,81.15235650162738,4.0,5.0,5.0,0
college,7.179757348218345,3.9751727278615907,5.190921065948734,60.34476508732932,4.0,8.0,6.0,0
working_student,4.947081166083951,5.338411527186947,1.0762340988462005,82.47872773118705,6.0,10.0,2.0,1
college,5.947641745093016,5.2824025429562855,0.9002149413797391,64.89713513331947,2.0,9.0,7.0,0
college,,,1.4216448277336542,85.91324572208772,7.0,6.0,,0
college,6.736468574596139,3.4818029116524754,6.179024953824931,96.20410387941469,,,9.0,1
college,8.513533393451539,5.514677363853865,,,7.0,4.0,,0
school,5.891673943818993,3.7312663745340346,3.8682795555701057,74.52305439107116,3.0,8.0,10.0,0
college,4.5353277314682625,3.99853303955015,,96.90673329384069,8.0,4.0,,0
,7.59299167499683,3.1239387634732223,3.597385624010546,73.5930140808986,5.0,6.0,5.0,0
working_student,,5.43455856418096,0.6660547175363316,92.720991480272,9.0,7.0,6.0,1
college,9.129889909299827,3.5650205899523115,4.4077587800997335,86.11908269239836,3.0,4.0,6.0,0
,4.104074848896391,3.9591222370907158,1.8915745057585602,83.21121082990098,10.0,7.0,2.0,1
college,5.764573433527276,5.35519044598076,2.248011870557641,71.8074890483663,7.0,7.0,8.0,0
working_student,7.530097882830898,8.214828758341518,4.317628120126702,74.72633593952312,2.0,3.0,6.0,0
school,,,4.684486044481913,73.49716922699545,5.0,,7.0,0
,7.166217264439135,2.0228882398974783,2.0562089675344986,81.66903284216086,8.0,3.0,2.0,1
college,8.28258176803206,,2.791884391523694,81.51574781051279,5.0,6.0,12.0,0
,,3.669704922649536,4.290484414178879,98.30812599046364,4.0,6.0,8.0,0
college,6.5969477725808074,3.9423960073358497,4.791089360516763,85.97814058183098,1.0,5.0,1.0,0
working_student,5.075906344227243,4.817685893669214,5.215353521259237,87.11628232472057,1.0,1.0,11.0,0
working_student,4.734602927819269,9.155187649426416,1.659891408627349,80.02560993820886,7.0,5.0,2.0,1
school,6.75652070228528,4.364391690031051,5.848943837313651,78.0761994582765,,8.0,6.0,0
college,7.146997920874279,3.925075204514019,1.902779506550656,80.17197643525095,4.0,2.0,,0
college,5.7120570428262605,6.701597465100473,0.7343696638219247,76.69685068126363,4.0,9.0,2.0,1
college,6.2530394288448665,3.6473331271860685,5.4398694638742295,70.79355068595635,3.0,5.0,9.0,0
