Age,Education_Level,Years_of_Experience,Industry,Job_Role,Company_Size,Job_Level,Routine_Task_Percentage,Creativity_Requirement,Human_Interaction_Level,AI_Adoption_Level,Number_of_AI_Tools_Used,AI_Usage_Hours_Per_Week,Tasks_Automated_Percentage,AI_Training_Hours,Layoff_Risk
45,High School,8,Education,Teacher,Medium,Entry,56,55,86,Medium,4,6,39,7,Medium
21,Bachelor's,0,Manufacturing,Operator,Large,Senior,10,90,52,Low,0,0,6,4,Low
23,Master's,2,Logistics,Warehouse Manager,Medium,Entry,92,14,25,Medium,4,6,44,13,High
39,Bachelor's,9,Finance,Financial Analyst,Large,Senior,44,52,44,Low,1,5,22,7,Low
21,High School,0,Education,Research Assistant,Large,Mid,79,17,85,Medium,2,5,38,28,High
52,High School,8,Logistics,Supply Chain Analyst,Large,Senior,10,96,81,Low,1,1,7,9,Low
35,Master's,7,Telecom,Network Engineer,Large,Entry,78,48,68,High,7,18,60,78,Medium
40,Bachelor's,9,Logistics,Supply Chain Analyst,Large,Entry,20,85,50,Low,1,4,19,8,Low
42,Bachelor's,20,Logistics,Warehouse Manager,Medium,Mid,47,55,36,Medium,2,6,42,14,Medium
24,Master's,3,Finance,Accountant,Small,Entry,13,100,33,Low,0,2,6,2,Low
50,Bachelor's,14,Retail,Inventory Analyst,Large,Entry,53,54,88,Low,0,0,29,2,Medium
52,High School,2,Finance,Financial Analyst,Small,Mid,86,5,35,Medium,4,9,69,16,High
29,High School,0,Telecom,Operations Analyst,Medium,Entry,32,75,73,Low,0,2,16,9,Medium
32,High School,11,Education,Teacher,Small,Senior,68,22,99,Low,0,1,45,0,Low
25,Bachelor's,4,Logistics,Supply Chain Analyst,Small,Entry,70,41,43,Medium,4,14,66,18,High
26,Bachelor's,5,Education,Academic Coordinator,Medium,Entry,44,53,38,Low,2,2,29,6,Medium
22,High School,0,Logistics,Supply Chain Analyst,Medium,Senior,62,40,56,Medium,2,11,39,7,Medium
56,Bachelor's,20,Telecom,Network Engineer,Medium,Entry,91,11,81,Medium,2,14,88,15,High
22,Bachelor's,1,IT,ML Engineer,Medium,Mid,37,65,94,Low,1,2,25,6,Low
26,Bachelor's,5,Healthcare,Health Analyst,Small,Entry,89,23,56,Medium,3,9,67,8,High
33,High School,12,IT,ML Engineer,Medium,Entry,82,26,67,High,6,23,54,54,High
58,Bachelor's,5,Logistics,Supply Chain Analyst,Medium,Mid,70,17,74,Medium,4,7,62,15,High
50,Master's,8,Healthcare,Medical Assistant,Small,Mid,84,15,80,Medium,2,8,78,13,High
30,Master's,8,Manufacturing,Operator,Small,Entry,81,20,69,Medium,2,7,65,23,High
25,Master's,4,Telecom,Operations Analyst,Medium,Senior,34,53,68,Low,2,0,31,2,Low
57,Master's,10,IT,Data Analyst,Medium,Mid,54,45,80,Low,0,3,51,6,Medium
47,Master's,14,Finance,Auditor,Medium,Mid,57,55,70,Medium,4,10,52,6,Medium
52,High School,0,Logistics,Supply Chain Analyst,Small,Mid,44,56,59,Low,1,1,36,9,High
37,High School,6,Logistics,Warehouse Manager,Medium,Mid,78,14,35,Medium,2,8,39,24,High
52,PhD,10,Healthcare,Nurse,Medium,Senior,65,39,67,Medium,4,5,43,15,Low
43,Master's,13,Manufacturing,Operator,Large,Mid,69,35,28,Medium,5,9,65,14,High
49,High School,7,Education,Academic Coordinator,Medium,Entry,17,92,64,Low,1,2,8,6,Low
55,Master's,19,Finance,Auditor,Small,Mid,82,25,47,Medium,2,6,69,27,High
46,High School,8,Healthcare,Nurse,Small,Entry,86,14,95,Medium,4,12,39,18,High
40,Bachelor's,9,Retail,Sales Associate,Small,Entry,94,0,92,High,8,18,88,39,High
47,High School,9,Logistics,Supply Chain Analyst,Large,Entry,65,45,79,Medium,2,7,47,18,High
24,PhD,3,IT,Data Analyst,Small,Mid,20,66,69,Low,2,3,18,1,Low
27,High School,6,Healthcare,Medical Assistant,Small,Entry,60,35,61,Low,0,4,55,8,High
53,Bachelor's,14,IT,Data Analyst,Medium,Mid,71,60,29,Medium,2,10,36,11,Medium
55,Master's,8,Healthcare,Nurse,Medium,Mid,84,7,90,Medium,5,8,80,20,High
34,Bachelor's,0,Education,Research Assistant,Small,Entry,31,72,62,Low,0,2,21,9,Low
24,Master's,3,Logistics,Supply Chain Analyst,Small,Mid,48,67,91,Low,2,3,33,5,Low
21,Master's,0,Logistics,Dispatcher,Medium,Mid,53,37,51,Low,0,3,36,4,Medium
37,High School,14,Finance,Accountant,Small,Mid,16,79,81,Low,0,2,13,6,Low
40,Bachelor's,7,Healthcare,Nurse,Large,Senior,26,80,98,Low,0,4,18,7,Low
32,Bachelor's,6,Healthcare,Health Analyst,Large,Senior,29,78,34,Low,2,5,27,9,Low
39,Bachelor's,16,IT,Data Analyst,Small,Entry,71,22,67,Medium,3,8,33,13,Medium
58,Master's,0,Logistics,Warehouse Manager,Small,Mid,67,38,76,Low,0,2,39,0,High
33,Bachelor's,8,Telecom,Network Engineer,Large,Mid,36,51,62,Low,2,3,31,5,Medium
49,Bachelor's,6,Education,Research Assistant,Medium,Entry,42,33,64,Low,2,0,21,1,Medium
27,Bachelor's,6,Finance,Financial Analyst,Medium,Senior,22,76,28,Low,2,0,16,3,Low
39,Bachelor's,5,Logistics,Supply Chain Analyst,Medium,Entry,67,41,78,Medium,2,7,56,11,High
27,Bachelor's,6,Manufacturing,Quality Engineer,Small,Entry,80,8,82,Medium,3,8,76,18,High
55,Bachelor's,5,Telecom,Network Engineer,Medium,Mid,36,83,27,Low,1,3,30,8,Medium
37,Bachelor's,4,Finance,Accountant,Medium,Entry,79,1,86,Medium,4,13,47,23,High
57,High School,2,Manufacturing,Operator,Medium,Entry,81,21,46,Medium,4,7,74,29,High
24,Master's,3,Education,Academic Coordinator,Large,Mid,24,63,90,Medium,5,14,11,5,Low
54,Bachelor's,14,Telecom,Operations Analyst,Medium,Mid,90,17,62,Medium,2,11,72,16,High
49,Bachelor's,1,Retail,Store Manager,Medium,Entry,17,85,69,Low,1,3,15,2,Medium
44,Master's,19,Finance,Accountant,Large,Mid,62,19,47,Medium,2,12,47,18,Medium
22,Master's,1,Healthcare,Nurse,Medium,Entry,39,43,99,Low,2,3,26,4,Low
33,High School,12,Healthcare,Health Analyst,Small,Entry,71,24,34,Medium,2,10,51,19,High
23,Bachelor's,2,Retail,Sales Associate,Medium,Entry,40,56,25,Low,1,2,36,1,High
31,Bachelor's,10,Education,Research Assistant,Medium,Senior,64,48,56,Low,2,2,32,6,Low
32,Bachelor's,11,Manufacturing,Quality Engineer,Small,Mid,29,90,38,Low,2,4,19,5,Low
43,Bachelor's,6,Finance,Auditor,Small,Entry,94,0,20,High,7,29,79,65,High
57,Bachelor's,13,Healthcare,Health Analyst,Medium,Entry,19,87,56,Low,0,2,17,1,Low
37,Master's,16,Telecom,Network Engineer,Medium,Entry,68,30,23,Medium,2,13,61,10,High
26,Master's,5,IT,Software Engineer,Medium,Mid,94,4,31,Medium,2,11,50,26,High
52,Bachelor's,9,Retail,Store Manager,Small,Senior,21,83,98,Low,1,5,17,9,Low
30,Bachelor's,7,Manufacturing,Production Supervisor,Small,Entry,23,83,40,Low,1,3,18,9,Medium
23,Master's,2,Telecom,Network Engineer,Large,Mid,17,83,47,Low,1,2,9,2,Low
27,Bachelor's,6,Education,Teacher,Medium,Entry,29,71,82,Low,0,5,16,1,Low
59,High School,8,IT,Software Engineer,Small,Entry,57,43,55,Low,1,5,52,5,High
43,Bachelor's,11,Manufacturing,Operator,Large,Mid,51,50,43,Medium,2,9,32,21,Medium
45,High School,4,IT,Data Analyst,Medium,Senior,39,71,44,Low,1,3,21,7,Low
35,Bachelor's,6,Healthcare,Medical Assistant,Small,Mid,64,44,27,Medium,2,8,48,6,Medium
30,Master's,9,Retail,Sales Associate,Medium,Senior,52,55,75,Medium,2,5,30,14,Low
54,High School,6,Retail,Store Manager,Large,Mid,42,55,78,Low,2,1,19,7,Medium
44,High School,10,Logistics,Warehouse Manager,Small,Senior,61,39,40,Low,2,2,44,1,Medium
29,PhD,2,Logistics,Supply Chain Analyst,Small,Entry,71,33,46,Medium,5,10,34,5,High
60,Master's,4,Finance,Accountant,Small,Mid,82,39,41,Medium,2,13,63,10,High
37,Bachelor's,16,Telecom,Operations Analyst,Small,Mid,65,47,37,Low,2,2,49,4,Medium
58,Bachelor's,8,Finance,Accountant,Medium,Mid,80,6,92,Medium,3,5,66,27,High
39,High School,2,Healthcare,Health Analyst,Medium,Mid,12,96,25,Low,0,0,9,4,Low
29,Bachelor's,7,Healthcare,Nurse,Large,Mid,81,0,87,High,6,23,65,42,High
42,Master's,3,Logistics,Dispatcher,Medium,Mid,32,56,63,Low,0,1,23,0,Low
51,Bachelor's,8,Finance,Auditor,Large,Mid,51,49,70,Medium,4,14,47,29,Medium
37,Master's,10,Healthcare,Nurse,Medium,Entry,42,69,82,Low,0,0,22,4,Low
25,Master's,4,Telecom,Operations Analyst,Small,Mid,31,54,41,Low,2,5,22,9,Low
39,PhD,14,Education,Teacher,Small,Mid,17,92,87,Low,1,1,8,1,Low
55,High School,3,Manufacturing,Quality Engineer,Small,Mid,85,26,76,Medium,2,10,54,6,High
53,High School,10,IT,Data Analyst,Large,Entry,81,28,77,Medium,3,11,60,18,High
49,Bachelor's,8,IT,Data Analyst,Medium,Mid,23,78,53,Low,1,4,12,3,Low
25,High School,4,Telecom,Network Engineer,Medium,Entry,26,68,33,Low,2,4,24,7,Medium
45,Bachelor's,12,Retail,Inventory Analyst,Medium,Mid,22,86,58,Low,2,5,13,8,Low
45,High School,15,Education,Academic Coordinator,Medium,Mid,55,55,39,Medium,4,7,36,22,Medium
52,Bachelor's,7,Logistics,Dispatcher,Medium,Entry,77,0,30,Medium,2,9,44,5,High
54,Master's,3,Retail,Inventory Analyst,Large,Mid,25,82,93,Low,0,2,18,3,Low
37,Bachelor's,15,Healthcare,Medical Assistant,Medium,Entry,29,56,78,Low,0,1,21,5,Low
34,Master's,3,Telecom,Operations Analyst,Medium,Entry,65,32,30,Medium,3,7,47,29,High
22,Master's,1,Healthcare,Nurse,Large,Mid,15,100,98,Low,2,2,8,1,Low
27,Bachelor's,6,Manufacturing,Quality Engineer,Large,Mid,56,39,75,Low,1,4,37,0,Medium
41,Bachelor's,16,Finance,Financial Analyst,Medium,Mid,90,25,71,Medium,3,10,82,27,High
28,Bachelor's,7,IT,Data Analyst,Small,Mid,77,18,50,Medium,3,12,46,8,High
27,Master's,6,Finance,Auditor,Medium,Entry,89,5,62,Medium,5,7,80,26,High
28,Bachelor's,7,Finance,Auditor,Small,Entry,40,64,75,Low,2,5,21,9,Medium
23,High School,1,Healthcare,Health Analyst,Small,Senior,15,88,43,Low,2,3,9,7,Low
60,PhD,0,IT,Data Analyst,Medium,Entry,57,45,78,Medium,2,14,49,11,Medium
47,Bachelor's,5,Manufacturing,Quality Engineer,Large,Senior,70,37,36,Medium,4,14,49,22,Medium
54,Bachelor's,6,Manufacturing,Quality Engineer,Medium,Senior,41,63,76,Low,2,2,21,0,Low
31,High School,3,Education,Academic Coordinator,Small,Mid,64,44,45,Medium,2,13,33,17,Medium
58,Bachelor's,14,Education,Academic Coordinator,Medium,Entry,64,37,55,Low,1,4,63,3,High
22,PhD,1,Logistics,Dispatcher,Small,Entry,39,60,92,Low,1,5,31,9,Medium
22,Bachelor's,1,Logistics,Warehouse Manager,Large,Mid,70,18,25,Low,1,2,62,4,High
36,Master's,2,Healthcare,Medical Assistant,Small,Mid,13,100,46,Low,1,1,8,6,Low
36,Bachelor's,3,Education,Teacher,Medium,Entry,87,12,98,High,6,19,84,48,High
37,Bachelor's,10,Logistics,Warehouse Manager,Medium,Entry,36,72,37,Low,0,4,35,4,Medium
49,Master's,8,Finance,Financial Analyst,Large,Entry,53,27,81,Medium,5,9,35,12,Medium
54,PhD,16,Manufacturing,Quality Engineer,Medium,Entry,56,49,80,Low,1,4,32,1,Medium
58,Master's,8,Manufacturing,Operator,Medium,Mid,35,64,21,Low,1,3,17,5,Medium
40,High School,12,Retail,Sales Associate,Large,Mid,24,71,34,Low,2,5,14,9,Medium
51,Bachelor's,12,Education,Teacher,Medium,Mid,62,42,78,Medium,4,7,46,11,Medium
42,Bachelor's,17,Retail,Sales Associate,Medium,Mid,59,30,92,Low,1,0,28,6,Medium
21,Bachelor's,0,Manufacturing,Production Supervisor,Small,Entry,81,13,82,High,7,22,66,78,High
40,Bachelor's,19,Education,Research Assistant,Medium,Entry,87,30,24,Medium,2,11,46,28,High
43,Master's,17,Telecom,Support Specialist,Medium,Entry,13,88,80,Low,1,3,10,0,Low
33,High School,12,Manufacturing,Operator,Medium,Entry,59,44,72,Low,0,4,56,5,High
47,Bachelor's,13,Telecom,Operations Analyst,Small,Entry,33,59,24,Low,2,5,20,0,Medium
41,Bachelor's,3,Retail,Inventory Analyst,Small,Mid,51,39,77,Low,2,3,27,7,Medium
49,High School,7,Healthcare,Health Analyst,Small,Mid,92,21,75,Medium,2,8,74,9,High
49,Master's,4,Manufacturing,Production Supervisor,Large,Entry,16,91,41,Low,2,5,10,8,Low
37,Bachelor's,5,Education,Research Assistant,Medium,Mid,50,53,53,Low,0,3,22,1,Low
48,High School,0,Education,Teacher,Small,Entry,61,38,95,Low,0,4,39,9,High
30,Bachelor's,8,Logistics,Dispatcher,Small,Mid,51,50,21,Low,1,5,37,0,Medium
39,High School,10,Healthcare,Nurse,Medium,Entry,53,44,86,Medium,3,11,25,22,Medium
21,Master's,0,Manufacturing,Operator,Large,Senior,26,49,72,Low,0,1,19,6,Low
22,Master's,1,Retail,Store Manager,Large,Senior,53,51,97,Low,0,3,26,8,Low
34,PhD,13,Education,Teacher,Medium,Entry,51,57,74,Low,0,5,33,8,Low
22,Bachelor's,1,Logistics,Warehouse Manager,Medium,Mid,38,48,62,Low,0,0,35,7,Medium
44,Master's,16,Retail,Sales Associate,Large,Entry,54,54,76,Low,1,3,28,5,Medium
21,Master's,0,Logistics,Dispatcher,Medium,Entry,26,65,46,Low,0,5,16,6,Medium
28,Bachelor's,7,Manufacturing,Operator,Small,Mid,72,33,42,Medium,5,5,60,18,High
43,Bachelor's,12,Logistics,Dispatcher,Small,Mid,47,60,30,Low,1,1,45,4,Medium
53,Master's,6,Education,Teacher,Small,Mid,14,92,87,Low,2,4,10,4,Low
26,High School,3,Manufacturing,Operator,Medium,Senior,49,55,73,Low,0,3,35,6,Medium
22,High School,1,Finance,Financial Analyst,Medium,Senior,11,81,90,Low,0,3,5,1,Low
35,High School,13,Finance,Financial Analyst,Medium,Mid,57,51,28,Medium,3,11,47,13,High
37,Bachelor's,4,Telecom,Network Engineer,Small,Mid,36,70,37,Low,1,2,31,1,Medium
57,Bachelor's,4,Finance,Accountant,Small,Entry,84,22,48,Medium,2,8,73,8,High
60,Master's,20,Manufacturing,Quality Engineer,Large,Mid,12,96,73,Low,0,1,11,6,Low
48,Bachelor's,1,Logistics,Dispatcher,Large,Mid,75,11,81,Medium,5,13,60,24,High
25,Master's,4,Manufacturing,Operator,Small,Entry,88,23,71,Medium,5,13,83,23,High
57,Master's,5,Telecom,Network Engineer,Medium,Senior,88,10,80,Medium,3,5,62,11,Medium
23,High School,2,Manufacturing,Production Supervisor,Large,Entry,74,31,84,Medium,5,10,62,17,High
22,Master's,0,Telecom,Operations Analyst,Medium,Entry,91,0,66,High,9,19,74,73,High
31,Bachelor's,0,Logistics,Dispatcher,Medium,Mid,30,77,64,Low,0,0,15,4,Medium
34,Bachelor's,13,Finance,Financial Analyst,Medium,Mid,30,60,38,Low,2,2,26,9,Medium
51,Bachelor's,4,Telecom,Support Specialist,Large,Entry,72,32,80,Medium,3,12,64,17,High
48,Bachelor's,6,Education,Teacher,Small,Mid,73,43,76,Medium,5,6,33,27,Medium
58,Master's,4,Healthcare,Nurse,Small,Entry,49,41,87,Low,2,5,37,0,Medium
35,Master's,9,Finance,Financial Analyst,Small,Entry,20,62,45,Low,2,2,14,8,Low
52,Bachelor's,7,IT,Software Engineer,Medium,Mid,50,35,61,Low,1,0,32,0,Medium
45,Master's,0,Finance,Financial Analyst,Medium,Entry,48,61,68,Low,1,4,30,2,Medium
25,Bachelor's,4,Finance,Auditor,Medium,Entry,66,22,29,Medium,4,12,40,28,High
31,Master's,0,Manufacturing,Production Supervisor,Medium,Entry,83,24,25,Medium,4,11,55,5,High
35,High School,3,Finance,Auditor,Large,Mid,56,50,74,Medium,2,9,38,24,Medium
50,Bachelor's,9,Telecom,Network Engineer,Large,Mid,35,70,21,Low,1,4,16,6,Low
57,High School,5,IT,ML Engineer,Small,Entry,87,13,26,Medium,2,10,63,21,High
42,Bachelor's,11,IT,Software Engineer,Medium,Entry,38,68,84,Low,2,3,26,0,Low
40,Bachelor's,13,Finance,Financial Analyst,Medium,Mid,65,33,20,Medium,2,8,29,8,High
25,Bachelor's,4,Manufacturing,Quality Engineer,Small,Mid,87,13,50,High,6,23,43,30,High
50,Master's,17,Telecom,Network Engineer,Large,Entry,77,29,21,Medium,3,9,72,9,High
22,Bachelor's,1,Retail,Store Manager,Small,Senior,40,80,75,Low,2,5,29,5,Low
37,Bachelor's,11,Manufacturing,Operator,Large,Entry,78,9,27,Medium,5,12,36,19,High
38,Master's,1,Education,Teacher,Large,Entry,59,42,67,Medium,4,12,32,28,Medium
54,Bachelor's,8,Healthcare,Nurse,Large,Mid,25,100,79,Low,2,2,12,0,Low
40,Bachelor's,10,Education,Teacher,Small,Mid,80,22,67,Medium,2,13,42,22,Medium
43,Bachelor's,11,Healthcare,Medical Assistant,Small,Entry,70,32,92,Medium,5,9,36,26,Medium
23,Bachelor's,2,Retail,Inventory Analyst,Small,Mid,72,30,78,Medium,3,12,70,7,High
42,Master's,17,IT,Software Engineer,Medium,Mid,73,39,87,Medium,3,13,58,16,Medium
29,Bachelor's,8,Finance,Auditor,Small,Entry,27,89,25,Low,1,0,15,3,Medium
37,Bachelor's,1,Manufacturing,Quality Engineer,Small,Entry,20,78,87,Low,2,2,15,2,Medium
35,Bachelor's,11,Finance,Accountant,Small,Senior,91,17,38,High,8,29,61,26,High
45,Bachelor's,7,Retail,Sales Associate,Medium,Mid,74,37,33,Medium,5,10,58,5,High
49,Bachelor's,8,Retail,Store Manager,Medium,Mid,53,43,70,Low,1,0,30,9,Medium
34,Master's,12,Logistics,Dispatcher,Medium,Mid,42,79,86,Low,1,2,24,5,Low
33,Bachelor's,10,Healthcare,Nurse,Small,Mid,54,32,84,Medium,3,14,42,12,Medium
43,High School,9,Retail,Sales Associate,Medium,Entry,74,38,66,Medium,2,6,49,20,High
49,Bachelor's,6,Finance,Accountant,Small,Entry,77,26,93,Medium,4,5,66,13,High
40,High School,17,Retail,Inventory Analyst,Large,Mid,15,80,39,Low,1,5,9,1,Low
26,Bachelor's,5,Manufacturing,Quality Engineer,Large,Senior,53,39,67,Medium,3,5,43,5,Medium
29,Bachelor's,1,Telecom,Support Specialist,Medium,Mid,62,51,42,Low,2,1,48,4,High
39,Bachelor's,6,Retail,Store Manager,Large,Entry,49,55,82,Low,2,1,32,8,Medium
26,PhD,5,Finance,Accountant,Medium,Senior,56,48,94,Medium,2,11,47,21,Low
41,Bachelor's,4,Telecom,Operations Analyst,Large,Entry,59,39,88,Medium,4,6,43,12,Medium
37,Bachelor's,16,Logistics,Warehouse Manager,Medium,Mid,79,6,82,High,10,28,48,38,High
48,High School,6,Healthcare,Health Analyst,Large,Mid,31,63,70,Low,0,2,14,6,Low
30,High School,7,Telecom,Operations Analyst,Large,Entry,92,2,71,Medium,3,14,90,22,High
44,Bachelor's,17,Telecom,Network Engineer,Medium,Entry,73,43,23,Medium,5,8,41,25,High
27,Master's,6,Manufacturing,Production Supervisor,Medium,Entry,74,17,59,Medium,3,5,58,28,High
38,Bachelor's,7,Logistics,Warehouse Manager,Medium,Senior,16,87,34,Low,2,0,12,9,Low
60,PhD,9,Education,Academic Coordinator,Medium,Entry,27,83,50,Low,1,3,18,0,Low
40,High School,8,IT,Data Analyst,Medium,Mid,50,52,48,Low,0,5,41,7,Medium
34,Master's,9,Telecom,Support Specialist,Small,Mid,46,54,91,Low,0,5,31,6,Low
27,High School,6,Retail,Sales Associate,Medium,Mid,43,49,46,Medium,2,11,20,8,Medium
48,Bachelor's,19,Healthcare,Health Analyst,Medium,Senior,12,88,35,Low,2,1,11,3,Low
24,Bachelor's,3,Finance,Auditor,Small,Senior,41,55,27,Low,1,0,23,4,Low
40,Master's,9,Telecom,Network Engineer,Medium,Entry,40,74,78,Low,2,5,22,1,Low
33,Bachelor's,6,Telecom,Network Engineer,Small,Entry,13,85,51,Low,0,3,11,3,Low
57,High School,10,Retail,Sales Associate,Small,Entry,30,75,71,Low,2,4,19,8,Medium
36,Master's,7,Education,Academic Coordinator,Medium,Entry,42,46,26,Low,0,3,30,4,Medium
47,High School,3,Manufacturing,Production Supervisor,Large,Mid,27,74,42,Low,2,0,25,6,Medium
50,High School,12,Manufacturing,Production Supervisor,Large,Mid,11,92,43,Low,2,1,5,9,Low
57,Bachelor's,10,Telecom,Operations Analyst,Medium,Senior,27,89,54,Low,1,2,22,1,Low
30,Bachelor's,5,Logistics,Supply Chain Analyst,Small,Mid,28,61,58,Low,1,5,18,2,Low
22,Master's,1,Retail,Inventory Analyst,Small,Mid,32,49,31,Low,2,0,23,6,Medium
26,High School,5,Finance,Financial Analyst,Small,Mid,38,70,41,Low,0,3,20,5,Medium
58,Bachelor's,17,IT,Data Analyst,Small,Entry,33,58,94,Low,0,1,23,8,Low
30,Bachelor's,6,Education,Academic Coordinator,Medium,Entry,21,55,91,Low,1,2,15,4,Low
49,Bachelor's,13,Telecom,Network Engineer,Medium,Entry,64,58,28,Medium,5,11,51,25,High
44,High School,13,Logistics,Warehouse Manager,Medium,Entry,12,100,41,Low,1,4,8,3,Low
23,Master's,2,Logistics,Warehouse Manager,Medium,Entry,20,83,82,Low,2,2,12,9,Low
43,Bachelor's,7,Finance,Financial Analyst,Large,Mid,12,84,74,Low,2,5,6,7,Low
57,Bachelor's,6,Manufacturing,Quality Engineer,Large,Senior,83,26,69,Medium,4,14,71,10,High
24,Master's,3,Retail,Sales Associate,Small,Senior,44,52,93,Medium,5,9,25,18,Low
59,Bachelor's,7,Education,Academic Coordinator,Medium,Mid,60,50,31,Medium,2,14,28,8,Medium
57,High School,12,Logistics,Supply Chain Analyst,Small,Senior,30,57,43,Low,2,4,15,1,Low
54,Bachelor's,11,Healthcare,Nurse,Small,Entry,77,30,85,Medium,2,6,48,16,Medium
48,High School,13,Retail,Store Manager,Small,Entry,75,23,76,Medium,4,9,68,26,High
22,Master's,1,Telecom,Support Specialist,Medium,Mid,65,24,35,Medium,5,6,59,16,High
36,Bachelor's,15,IT,Software Engineer,Medium,Mid,15,72,23,Low,2,4,8,0,Low
44,PhD,10,Finance,Auditor,Large,Mid,86,21,93,Medium,4,11,58,18,Medium
45,Bachelor's,12,Healthcare,Nurse,Medium,Entry,69,28,90,Low,1,4,41,0,Medium
46,Master's,1,IT,Data Analyst,Small,Mid,33,56,23,Low,1,3,31,2,Medium
38,Bachelor's,7,Finance,Auditor,Large,Mid,40,58,73,Low,1,3,26,8,Medium
33,High School,12,Manufacturing,Quality Engineer,Small,Senior,23,72,64,Low,2,1,15,3,Low
30,PhD,9,Healthcare,Medical Assistant,Medium,Mid,27,80,36,Low,1,4,19,3,Low
52,Master's,17,Healthcare,Medical Assistant,Small,Entry,25,63,37,Low,2,0,14,7,Low
52,Master's,18,Manufacturing,Production Supervisor,Large,Mid,42,64,38,Low,2,5,34,7,Medium
39,Bachelor's,2,Retail,Sales Associate,Medium,Entry,59,44,43,Low,0,3,49,5,High
45,Bachelor's,8,Manufacturing,Production Supervisor,Large,Entry,13,76,49,Low,1,4,11,2,Medium
28,Bachelor's,7,Finance,Accountant,Large,Entry,43,65,34,Low,0,2,30,0,Medium
27,High School,6,Finance,Auditor,Small,Entry,34,52,30,Low,1,5,24,8,Medium
47,Bachelor's,2,IT,ML Engineer,Medium,Senior,64,36,22,Low,1,2,63,1,High
41,Master's,13,Healthcare,Medical Assistant,Large,Mid,42,47,56,Low,2,1,26,1,Low
57,Bachelor's,4,Logistics,Warehouse Manager,Small,Entry,63,15,43,Low,1,1,37,1,High
31,High School,10,Healthcare,Nurse,Medium,Mid,42,54,79,Low,2,5,35,6,Medium
52,PhD,15,IT,Software Engineer,Large,Mid,40,59,47,Low,0,1,33,6,Low
23,Bachelor's,2,Finance,Accountant,Small,Entry,53,53,33,Medium,3,14,30,29,High
53,Bachelor's,4,Finance,Financial Analyst,Small,Senior,49,46,42,Medium,4,14,30,6,Low
25,Master's,4,Healthcare,Health Analyst,Medium,Senior,32,65,68,Low,0,5,16,3,Low
31,Bachelor's,10,Finance,Financial Analyst,Medium,Mid,77,42,82,Medium,2,13,40,8,Medium
39,Master's,17,Education,Research Assistant,Small,Entry,10,96,34,Low,2,5,8,9,Low
22,Master's,1,Healthcare,Nurse,Small,Senior,30,77,99,Low,0,4,22,6,Low
43,Master's,12,Healthcare,Nurse,Small,Senior,25,66,67,Low,1,5,20,9,Low
31,Bachelor's,10,IT,Data Analyst,Large,Senior,22,71,64,Low,2,3,16,9,Low
42,Bachelor's,9,Healthcare,Medical Assistant,Large,Entry,77,33,89,Medium,2,5,66,6,High
50,Master's,14,IT,ML Engineer,Small,Mid,57,47,38,Low,2,5,46,0,Medium
47,Master's,7,IT,Data Analyst,Medium,Mid,40,53,80,Low,1,0,31,5,Low
52,PhD,13,Healthcare,Nurse,Medium,Entry,35,66,92,Low,1,5,24,6,Low
27,PhD,6,IT,Data Analyst,Medium,Senior,92,28,80,High,6,27,51,51,Low
36,Master's,3,Healthcare,Nurse,Medium,Entry,13,93,69,Low,0,5,9,9,Low
35,Bachelor's,0,Retail,Inventory Analyst,Large,Entry,45,64,34,Low,0,2,22,0,High
48,Bachelor's,2,Education,Research Assistant,Large,Entry,76,9,42,Medium,2,8,71,7,High
56,Master's,4,Manufacturing,Quality Engineer,Medium,Mid,78,26,63,Medium,5,11,64,29,High
37,Bachelor's,6,Retail,Sales Associate,Small,Senior,73,30,89,Medium,4,9,44,28,Medium
40,High School,8,Healthcare,Health Analyst,Large,Entry,92,12,20,High,7,24,87,73,High
39,Master's,11,Finance,Auditor,Small,Mid,44,58,21,Low,0,4,28,9,Medium
43,High School,17,Retail,Store Manager,Large,Entry,82,13,92,Medium,3,14,58,7,High
59,Bachelor's,10,IT,Software Engineer,Medium,Mid,56,49,50,Medium,4,10,36,20,Medium
29,Bachelor's,6,Telecom,Network Engineer,Small,Mid,65,33,77,Medium,3,5,64,24,High
47,Bachelor's,10,IT,Data Analyst,Medium,Entry,73,37,92,Medium,3,13,63,8,High
60,Master's,8,Logistics,Dispatcher,Small,Mid,63,49,62,Low,2,4,44,8,Medium
22,High School,1,Logistics,Dispatcher,Medium,Mid,26,69,89,Low,1,1,16,7,Medium
53,Bachelor's,11,Telecom,Operations Analyst,Medium,Entry,15,84,53,Low,1,5,13,4,Low
29,Master's,8,Telecom,Operations Analyst,Large,Senior,28,78,93,Low,1,2,19,4,Low
59,Master's,13,Logistics,Dispatcher,Medium,Mid,59,31,77,Low,2,3,55,0,Medium
50,High School,9,Education,Research Assistant,Large,Entry,46,58,66,Medium,3,12,35,25,Medium
24,Bachelor's,3,Telecom,Support Specialist,Medium,Senior,21,77,29,Low,2,2,12,9,Low
32,Bachelor's,5,Telecom,Network Engineer,Medium,Entry,41,54,78,Medium,4,7,21,29,Medium
40,Bachelor's,6,Logistics,Supply Chain Analyst,Small,Entry,17,85,94,Low,2,2,13,2,Low
40,High School,3,IT,Software Engineer,Medium,Entry,39,54,86,Low,2,4,31,3,Medium
28,High School,6,Finance,Auditor,Large,Entry,27,60,27,Low,1,3,14,0,Medium
